epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,210.739,3.25635,0.69745,0.90914,1.13262,0.00333142,0.00333142,0.00333142
2,403.572,1.29462,0.80452,0.95187,0.71415,0.00659877,0.00659877,0.00659877
3,593.531,1.07331,0.79322,0.95187,0.78904,0.00980012,0.00980012,0.00980012
4,782.547,1.1201,0.79617,0.94892,0.77238,0.009703,0.009703,0.009703
5,972.043,0.98004,0.81139,0.95776,0.73258,0.009604,0.009604,0.009604
